Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Living_Area_Ratio,Basement_Area_Ratio,Garage_Area_Ratio,House_Age_Binned,Living_Area_Binned,Age_at_Sale,Years_Since_Remodel,Garage_Age,Total_Bathrooms,Total_Porch_SF,Total_SF,Has_Garage,Has_Basement,Has_Fireplace,PC1,PC2,PC3,PC4,PC5,PC6,PC7
1749,528235160,60,RL,59.0,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,6.742880635791903,GasA,Ex,Y,SBrkr,847,1112,0,7.580699752224563,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,6.075346031088684,TA,TA,Y,100,48,0,0,0,0,,None,,0,7,2007,WD ,Normal,215000,0.16607324516785352,0.07180400135639199,0.036792132926415734,New,Very_Large,3,2,3.0,2.5,148,7.939871576361883,1,1,1,1.9268603120139718,-1.2299431587333192,1.2647004452148864,-0.3466358947497958,-0.18220786352124102,-0.7696153245018886,-0.39931579929170985
1750,528235170,20,RL,59.0,10936,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1510.0,7.32052696227274,GasA,Ex,Y,SBrkr,1525,0,0,7.330405211844402,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,6.282266746896006,TA,TA,Y,100,18,0,0,0,0,,None,,0,4,2007,New,Partial,206580,0.13944769568397952,0.1380760790051207,0.04882955376737381,New,Large,1,1,1.0,2.5,118,8.01829613851552,1,1,1,2.787432750257331,0.7420441495690777,-0.620625598913552,-0.9033544067879652,0.11931195952105882,0.02271320391146664,-0.31424339056091866
1751,528240020,60,RL,62.0,8244,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,6.734591659972948,GasA,Ex,Y,SBrkr,840,880,0,7.450660796211539,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,6.089044875446846,TA,TA,Y,100,48,0,0,0,0,,None,,0,5,2007,WD ,Normal,183500,0.20863658418243572,0.10189228529839883,0.053372149442018436,New,Very_Large,3,3,3.0,2.5,148,7.848153086199526,1,1,1,1.6934045388493628,-1.4915959585027314,0.8957440042928363,-0.2836235785289184,-0.018905768763836987,-0.6238964692828886,-0.18438181506928097
1753,528250070,60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,6.742880635791903,GasA,Ex,Y,SBrkr,847,1101,0,7.575071699507561,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,6.075346031088684,TA,TA,Y,0,48,0,0,0,0,,None,,0,7,2007,WD ,Normal,211000,0.24736507936507937,0.10755555555555556,0.05511111111111111,New,Very_Large,4,4,4.0,2.5,48,7.935945103353701,1,1,1,1.8156197802783693,-1.164663711185957,1.2865234256646787,-0.2841048459425769,-0.11681575267544805,-0.772182680591208,-0.38363938643354656
1756,528280110,60,RL,62.0,7917,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,6.860663671448287,GasA,Ex,Y,SBrkr,953,694,0,7.4073177104694174,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,6.133398042996649,TA,TA,Y,0,40,0,0,0,0,,None,,0,8,2007,WD ,Normal,175000,0.20803334596438045,0.12037387899456865,0.05810281672350638,New,Large,8,7,8.0,2.5,40,7.8636512654486515,1,1,1,1.2824440449282506,-0.9451743427868848,0.6103606970722477,-0.23878518653464378,0.03415670621705861,-0.034901496369073554,-0.716989820033307
1757,528280150,80,RL,76.0,9967,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,5.953243334287785,GasA,Ex,Y,SBrkr,774,656,0,7.266128779556451,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,BuiltIn,2000.0,RFn,2.0,5.993961427306569,TA,TA,Y,100,0,0,0,0,0,,None,,0,12,2007,WD ,Normal,170000,0.1434734624260058,0.03852713956054982,0.04013243704223939,New,Medium,7,7,7.0,2.5,100,7.503840746698951,1,1,1,0.32219176091962604,-3.35220474157355,1.2219330758303204,0.3082825755151725,-0.08841687599834167,-0.6567200596274859,0.46561800773871925
1759,528290170,60,RL,58.0,9487,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,395.0,6.82001636467413,GasA,Ex,Y,SBrkr,940,750,0,7.43307534889858,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,6.093569770045136,TA,TA,Y,0,50,0,0,0,0,,None,,0,6,2007,WD ,Normal,187000,0.17813850532307368,0.09644777063349848,0.04659007062295773,New,Very_Large,7,7,7.0,3.5,50,7.8655717576847906,1,1,1,1.6231838513388626,-1.1373188283948272,1.2549811137100388,-0.3386076867439247,0.6823081318672892,0.8063220862192683,-0.3428375199521539
1767,528348030,60,RL,83.0,10790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,6.9726062513017535,GasA,Ex,Y,SBrkr,1108,1277,0,7.777373602657861,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1998.0,Fin,3.0,6.398594934535208,TA,TA,Y,120,38,0,0,0,0,,None,,0,5,2007,WD ,Normal,252000,0.22103799814643188,0.09879518072289156,0.05560704355885079,New,Very_Large,9,9,9.0,2.5,158,8.146709052203319,1,1,1,2.7948850416851543,0.5669648759979182,1.3687108443483202,1.083497137965314,-0.7084889080599576,-0.43414266875890883,-0.6465038937159739
1769,528354060,60,RL,92.0,9920,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0.0,255.0,7.0192966537150445,GasA,Ex,Y,SBrkr,1127,886,0,7.607878073278507,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2.0,6.1224928095143865,TA,TA,Y,180,130,0,0,0,0,,None,,0,6,2007,WD ,Normal,269790,0.20292338709677418,0.1126008064516129,0.04586693548387097,Recent,Very_Large,11,10,10.0,3.5,310,8.049107721326406,1,1,1,2.1666158080104987,0.2282994995047377,1.6307413417297416,-0.45445608134316057,0.6033258071945653,0.40059673792648764,-0.045412366513250896
1771,528358040,60,RL,82.0,9950,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,638.0,7.093404625868766,GasA,Ex,Y,SBrkr,1214,1306,0,7.83241092718792,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,6.582025138892826,TA,TA,Y,224,114,0,0,0,0,,None,,0,6,2007,WD ,Abnorml,290000,0.25326633165829143,0.12090452261306532,0.07246231155778894,Recent,Very_Large,12,12,12.0,2.5,338,8.222553638396958,1,1,1,2.9610836777667022,1.3132952584865882,1.3502172413413658,1.3372252554933168,-0.7440300971934782,-0.29654737879731624,-0.7490522123336204
1777,528427100,20,RL,91.0,11830,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,Unf,0.0,322.0,7.341483852363161,GasA,Ex,Y,SBrkr,1542,0,0,7.341483852363161,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Unf,3.0,6.748759547491679,TA,TA,Y,168,110,0,0,0,0,,None,,0,7,2007,New,Partial,260261,0.13034657650042267,0.13034657650042267,0.0720202874049028,,Large,0,0,0.0,3.0,278,8.034306936339489,1,1,1,4.074247416778228,0.9934630338416217,-0.6106640975375189,0.7789145289452616,-0.11381923541995778,0.5686724663814083,0.5806800145158807
1779,528429110,20,RL,49.0,15256,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,929.0,Unf,0.0,556.0,7.303843225277705,GasA,Ex,Y,SBrkr,1464,0,0,7.289610521451167,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Unf,3.0,6.626717749249025,TA,TA,Y,168,160,0,0,0,0,,None,,0,8,2007,WD ,Normal,282922,0.09596224436287362,0.09733875196643943,0.0494231777661248,,Large,0,0,0.0,3.0,328,7.989560449333865,1,1,0,3.826599451286427,0.6554838034792626,-0.6039434449322099,0.6455026390909284,-0.03162137089487634,0.5187014360682672,0.6833961003548046
1780,528431030,20,RL,76.0,10612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,0.0,1496.0,7.329749689041512,GasA,Gd,Y,SBrkr,1534,0,0,7.336285660021297,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,6.184148890937483,TA,TA,Y,168,46,0,0,0,0,,None,,0,1,2007,WD ,Family,215000,0.14455333584621183,0.1436110064078402,0.04560874481718809,New,Large,1,1,1.0,2.0,214,8.025843344150903,1,1,1,2.7826401582437468,0.9086543326711708,-0.7457272224987195,-1.0525155917907023,-0.1517996553019175,-0.8784978260802621,0.08932482155332895
1787,528435070,20,RL,85.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,1588.0,7.370860166536716,GasA,Ex,Y,SBrkr,1588,0,0,7.370860166536716,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,6.716594773520978,TA,TA,Y,144,45,0,0,0,0,,None,,0,12,2007,WD ,Normal,227000,0.1588,0.1588,0.0825,New,Large,1,1,1.0,2.0,189,8.063692634269517,1,1,1,3.745008018133584,1.3308589330457448,-1.0768167216672073,0.7765072690092276,-0.7550668364190026,-0.38777250658538287,0.11309835789155274
1788,528439040,20,RL,74.0,8847,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,7.338888133838879,GasA,Ex,Y,SBrkr,1538,0,0,7.338888133838879,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,6.184148890937483,TA,TA,Y,146,40,0,0,0,0,,None,,0,12,2007,WD ,Normal,260000,0.17384424098564485,0.17384424098564485,0.054707810557251046,New,Large,2,2,2.0,3.0,186,8.031710375322042,1,1,0,3.051956769801403,0.905481083564858,-0.1812596647123714,-1.099901393174458,0.5016876003180055,0.06621798665358752,0.5142325888557826
1789,528439050,20,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1496.0,7.311218384419629,GasA,Ex,Y,SBrkr,1496,0,0,7.311218384419629,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,6.163314804034641,TA,TA,Y,168,130,0,0,0,0,,None,,0,6,2007,New,Partial,225000,0.1633544442017908,0.1633544442017908,0.051758025769818736,,Large,0,0,0.0,2.0,298,8.0040315078527,1,1,0,2.7661176524085773,0.6979449748927502,-0.7914648199791352,-1.0838873611872049,-0.13632011815143993,-0.8888926439444185,0.12473480503526505
1790,528439080,20,RL,70.0,8251,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,Unf,0.0,716.0,7.3098814858247865,GasA,Ex,Y,SBrkr,1506,0,0,7.317876198626496,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.511745329644728,TA,TA,Y,192,35,0,0,0,0,,None,,0,4,2007,WD ,Normal,249000,0.1825233305053933,0.18106896133801964,0.08144467337292449,New,Large,2,1,2.0,3.0,227,8.006700845440367,1,1,1,3.0349281988461714,0.6971322531362165,-0.44617991693263814,-0.5260795719479079,0.3476669078543957,0.6544253032725488,-0.06007027968574093
1791,528441080,20,RL,75.0,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1369.0,Unf,0.0,317.0,7.430707082545968,GasA,Ex,Y,SBrkr,1694,0,0,7.43543801981455,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,RFn,2.0,6.456769655572163,TA,TA,Y,255,57,0,0,0,0,,None,,0,8,2007,WD ,Normal,307000,0.16798889329631098,0.1671955573185244,0.06307021023403411,New,Very_Large,3,2,3.0,3.0,312,8.125926802707886,1,1,1,3.5287720294354323,1.6472949948188698,-0.21278668177089097,-0.79656149342073,0.3070551262333931,0.21959545177182424,0.3318160857794567
1792,528445020,60,RL,70.0,9605,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,6.890609120147166,GasA,Ex,Y,SBrkr,982,995,0,7.589841512182657,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3.0,6.354370040797351,TA,TA,Y,240,53,0,0,0,0,,None,,0,7,2007,WD ,Family,250000,0.2058302967204581,0.10223841749089016,0.05976054138469547,New,Very_Large,1,1,1.0,2.5,293,7.992944547318106,1,1,0,2.924103183566599,-0.6354569751658562,0.7629577938588351,0.8863359742843533,-0.6342596594607995,-0.3672117216285637,-0.4072344094736631
1793,528445070,60,RL,75.0,8778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,7.172424577124845,GasA,Ex,Y,SBrkr,1302,528,0,7.5126175446745105,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,BuiltIn,2006.0,RFn,3.0,6.756932389247553,TA,TA,Y,0,40,0,0,0,0,,None,,0,3,2007,WD ,Normal,221300,0.20847573479152426,0.14832535885167464,0.09785828206880838,New,Very_Large,1,1,1.0,2.5,40,8.049746290952191,1,1,0,3.768932888064587,0.5739844453862363,-0.04582111806813811,1.1517568737132757,-0.6008981251681019,-0.21827210509439382,0.2099387685616801
1794,528456190,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,7.199678345691172,GasA,Ex,Y,SBrkr,1338,0,0,7.199678345691172,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,6.395261598115449,TA,TA,Y,0,141,0,0,0,0,,None,,0,11,2007,New,Partial,208900,0.15486111111111112,0.15486111111111112,0.06921296296296296,,Medium,0,0,0.0,2.0,141,7.892452043520352,1,1,0,2.57373236469839,0.01808670319243121,-0.9975735755042836,-0.5094589976606491,-0.11912323113487072,-0.710928252031176,0.35627516348426597
1796,528458080,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,350.0,Unf,0.0,546.0,6.799055862058796,GasA,Ex,Y,SBrkr,896,896,0,7.491645473605133,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2007.0,Fin,2.0,6.3818160174060985,TA,TA,Y,184,96,0,0,0,0,,None,,0,11,2007,New,Partial,255000,0.2074074074074074,0.1037037037037037,0.06828703703703703,,Very_Large,0,0,0.0,2.5,280,7.896924656268864,1,1,0,2.501545300878094,-1.1838500110319783,0.7783087196935312,0.03081498330268759,-0.14241785492830158,-0.8646002578511754,0.3008890731555028
1797,528458090,60,FV,81.0,10411,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,Gd,TA,,Unf,0.0,Unf,0.0,725.0,6.587550014824796,GasA,Ex,Y,SBrkr,725,863,0,7.370860166536716,0.0,0.0,3,0,3,1,Gd,8,Typ,0,,Attchd,2007.0,Unf,2.0,6.331501849893691,TA,TA,Y,0,0,0,0,0,0,,None,,0,7,2007,New,Partial,212109,0.15253097685140715,0.06963788300835655,0.05388531361060417,,Large,0,0,0.0,3.0,0,7.746732907753622,1,1,0,2.0455997931202714,-2.571043784041407,1.404056690826184,-0.05820457288753932,0.35486686511184706,0.8446466992162459,-1.5839839836926273
1801,528477020,20,FV,84.0,11096,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,7.4127640174265625,GasA,Ex,Y,SBrkr,1656,0,0,7.4127640174265625,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3.0,6.717804695023691,TA,TA,Y,0,146,0,0,0,0,,None,,0,7,2007,WD ,Normal,249700,0.14924297043979812,0.14924297043979812,0.07444124008651766,New,Large,1,1,1.0,2.0,146,8.105609402299896,1,1,0,3.8880243922384996,1.6199489232993296,-1.0483122565213188,0.7059439116766792,-0.7892208262894963,-0.3998320390767318,0.02483461145416141
1802,528480020,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,6.774223886357614,GasA,Ex,Y,SBrkr,874,887,0,7.474204806496124,0.0,0.0,3,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,6.361302477572996,TA,TA,Y,144,105,0,0,0,0,,None,,0,8,2007,New,Partial,227875,0.17252865680415402,0.08562751053198785,0.05662780444792789,,Very_Large,0,0,0.0,3.0,249,7.877017895622398,1,1,0,2.9021880643748803,-1.5215501688679915,1.6023148454974636,-0.247898500782912,0.34736481086876647,0.09393909643095169,-0.5817888070189957
1804,528482010,20,FV,100.0,11824,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,7.430114138561801,GasA,Ex,Y,SBrkr,1685,0,0,7.430114138561801,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,3.0,6.490723534502507,TA,TA,Y,112,63,0,0,0,0,,None,,0,4,2007,WD ,Normal,253000,0.1425067658998647,0.1425067658998647,0.05564952638700947,New,Very_Large,1,1,1.0,2.0,175,8.12296471523406,1,1,1,3.778017530393148,1.693154836087452,-0.9313180850779976,0.28865934066361626,-0.7360666035239167,-0.5363432103650044,-0.008775847298178372
1805,528482030,60,FV,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,7.055312843339752,GasA,Ex,Y,SBrkr,1158,1285,0,7.8013913202914855,0.0,0.0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,2004.0,RFn,3.0,6.61338421837956,TA,TA,Y,193,127,0,0,0,0,,None,,0,6,2007,WD ,Normal,265000,0.22992941176470588,0.10898823529411765,0.0700235294117647,New,Very_Large,3,3,3.0,2.5,320,8.189244525735901,1,1,1,3.3378339572515743,0.5008240862766021,0.9454160520453466,1.1666880290706383,-0.8694353852719044,0.028146372333747362,-1.433326629878044
1809,531375140,20,RL,60.0,12450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,Gd,TA,PConc,Gd,TA,No,GLQ,729.0,Unf,0.0,365.0,6.9985096422506015,GasA,Ex,Y,SBrkr,1094,0,0,6.9985096422506015,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,6.3578422665081,TA,TA,Y,0,0,0,0,0,0,,None,,0,5,2007,WD ,Normal,149000,0.0878714859437751,0.0878714859437751,0.04626506024096386,New,Small,4,3,3.0,2.0,0,7.691200097522863,1,1,0,0.5094768283486178,-1.2708409126539373,-2.0244372112739213,0.08730958535250036,-0.1869415374925741,0.40593525270854386,-0.5462864395845373
1810,531376060,20,RL,65.0,7441,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1461.0,7.2875606403097235,GasA,Ex,Y,SBrkr,1486,0,0,7.304515946460155,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,2.0,6.340359303727752,TA,TA,Y,0,32,0,0,0,0,,None,,0,6,2007,WD ,Normal,181000,0.19970434081440666,0.19634457734175514,0.07606504502083053,New,Large,1,1,1.0,2.0,32,7.988882253309227,1,1,0,2.5724961093113703,0.609271059965963,-0.9314179566700946,-0.7205679558945267,-0.2003084121963964,-0.40384776424872487,-0.4666213132645446
1813,531385070,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,7.2078598714324755,GasA,Ex,Y,SBrkr,1349,0,0,7.2078598714324755,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2.0,6.29156913955832,TA,TA,Y,120,55,0,0,0,0,,GdPrv,,0,12,2007,WD ,Normal,179000,0.15964497041420117,0.15964497041420117,0.06378698224852071,New,Medium,7,6,7.0,2.0,175,7.900636613018005,1,1,0,1.8135330054795027,0.309987441035286,-0.820467215828743,-0.4983556687309192,-0.075052407154487,-0.32480929537266395,-0.1807178436320149
1821,532354060,20,RL,70.0,7420,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,6.964135612418245,GasA,TA,Y,SBrkr,1057,0,0,6.964135612418245,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1977.0,Fin,2.0,6.3578422665081,TA,TA,Y,0,0,0,0,0,0,,None,,0,4,2007,WD ,Normal,132000,0.14245283018867924,0.14245283018867924,0.07762803234501348,Moderate,Small,45,45,30.0,1.0,0,7.656810091480378,1,1,0,-2.6872055020447885,0.6072685295559132,-1.5048996758815543,1.6154411363706642,-0.003319699773123446,-0.3394992547341775,-0.5447782247316286
